Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (WirelessRegistry),Sygic,X-Mode
Date in Asia - Dating & Chat For Asian Singles,,Dating,Social,com.mingle.dateinasia,1000000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.dateinasia/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.dateinasia,https://www.virustotal.com/gui/file/5fe074d552c03c7cda1da495e7700f60837a24a227f95de02224da12c2bbb0dd/detection,6.4.0,5fe074d552c03c7cda1da495e7700f60837a24a227f95de02224da12c2bbb0dd,ask@innovatedating.com,https://dateinasia.innovatedating.com,https://dateinasia.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"Netherlands Social ❤ Dating, Chatting for Dutch ❤",,Dating,Lifestyle,com.mingle.DutchCupid,10000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.DutchCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.DutchCupid,https://www.virustotal.com/gui/file/83909d3c5b03a7a08e1f3fd1671755abb5a26aec422c8a59e027399224e00d9a/detection,6.3.0,83909d3c5b03a7a08e1f3fd1671755abb5a26aec422c8a59e027399224e00d9a,ask@innovatedating.com,https://netherlands.innovatedating.com,https://netherlands.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Europe Mingle - Dating Chat with European Singles,,Dating,Lifestyle,com.mingle.EuropianMingle,500000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.EuropianMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.EuropianMingle,https://www.virustotal.com/gui/file/90fddd69feb79b213b822015c621f412ae0fac8cd2391404f0833537a94a7bc8/detection,6.5.0,90fddd69feb79b213b822015c621f412ae0fac8cd2391404f0833537a94a7bc8,support@mingle.com,https://europe.mingle.com,https://europe.mingle.com/privacy/,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
FEM - Free Lesbian Dating App. Chat & Meet Singles,,Dating,Social,com.mingle.fem,1000000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.fem/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.fem,https://www.virustotal.com/gui/file/a57ae11cce949b62f75a1ab98eaa77f420390bd6118446e7d64c497cd6656422/detection,5.6.1 ,a57ae11cce949b62f75a1ab98eaa77f420390bd6118446e7d64c497cd6656422,support@mingle.com,https://fem.mingle.com/,https://fem.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"France Dating App - Meet, Chat, Date Nearby Locals",,Dating,Lifestyle,com.mingle.FranceCupid,1000000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.FranceCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.FranceCupid,https://www.virustotal.com/gui/file/9786d6e23cc85902de9952d81be62a375d3961b94aa4a0f255b4525ff3ff10cc/detection,6.5.0 ,9786d6e23cc85902de9952d81be62a375d3961b94aa4a0f255b4525ff3ff10cc,ask@innovatedating.com,https://france.innovatedating.com,https://france.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Germany Social - Chat & Dating App for Germans,,Dating,Lifestyle,com.mingle.GermanCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.GermanCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.GermanCupid,https://www.virustotal.com/gui/file/3ffec8c92eec42eca4196f101dc6f3ddbb874a0967bf09c0617199a7c5812421/detection,6.3.0,3ffec8c92eec42eca4196f101dc6f3ddbb874a0967bf09c0617199a7c5812421,ask@innovatedating.com,https://germany.innovatedating.com,https://germany.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Italy Social - Chat & Meet Italians on Dating App,,Dating,Lifestyle,com.mingle.ItalianCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.ItalianCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.ItalianCupid,https://www.virustotal.com/gui/file/37aa37e57929ce24934221ccfa329779090589b17eb68fe043e5fe71a65b04a6/detection,6.3.0,37aa37e57929ce24934221ccfa329779090589b17eb68fe043e5fe71a65b04a6,ask@innovatedating.com,https://italy.innovatedating.com,https://italy.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Latin Mingle- Dating Chat App for Latino Worldwide,,Dating,Lifestyle,com.mingle.LatinMingle,50000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.LatinMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.LatinMingle,https://www.virustotal.com/gui/file/4070e08596fe5c8db58b09993d061fa913c6c4169b5d4814827d66c2ad75d3fd/detection,6.3.0,4070e08596fe5c8db58b09993d061fa913c6c4169b5d4814827d66c2ad75d3fd,support@mingle.com,https://latin.mingle.com,https://latin.mingle.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
MEET MARKET - Gay Dating App. Chat & Date New Guys,,Dating,Lifestyle,com.mingle.meetmarket,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.meetmarket/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.meetmarket,https://www.virustotal.com/gui/file/3915b5284c08037951a14e252909ccd2b351a6f79879def46cbd88c826ebec0a/detection,6.3.0 ,3915b5284c08037951a14e252909ccd2b351a6f79879def46cbd88c826ebec0a,support@mingle.com,https://meetmarket.mingle.com,https://meetmarket.mingle.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Muslim Mingle: Arab & Muslim Dating App & Marriage,,Dating,Social,com.mingle.muslimmingle,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.muslimmingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.muslimmingle,https://www.virustotal.com/gui/file/e28fcdda7dd19be2a79f29d512a771e0d5ef9d1084cb3c9524129cdd6107a83f/detection,6.5.0,e28fcdda7dd19be2a79f29d512a771e0d5ef9d1084cb3c9524129cdd6107a83f,support@mingle.com,https://muslim.mingle.com,https://muslim.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Norway Social - Dating Chat,,Dating,Lifestyle,com.mingle.NorwayCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.NorwayCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.NorwayCupid,https://www.virustotal.com/gui/file/9147f0df5be12c9c752683784fd637040d580687864c63fcce62e7fc55691fcc/detection,6.3.0,9147f0df5be12c9c752683784fd637040d580687864c63fcce62e7fc55691fcc,ask@innovatedating.com,https://norway.innovatedating.com,https://norway.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Portugal Social - Free Match & Chat Portuguese App,,Dating,Social,com.mingle.PortugalCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.PortugalCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.PortugalCupid,https://www.virustotal.com/gui/file/c9828c16f99a32baf3858a3f4be5a1c2c4c2638377b19f821aa23d07ff2df1cc/detection,6.3.0 ,c9828c16f99a32baf3858a3f4be5a1c2c4c2638377b19f821aa23d07ff2df1cc,ask@innovatedating.com,https://portugal.innovatedating.com,https://portugal.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
40+ Dating Mature Singles. Free Senior Meet & Chat,,Dating,Lifestyle,com.mingle.SeniorPeopleMingle,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.SeniorPeopleMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.SeniorPeopleMingle,https://www.virustotal.com/gui/file/540278838c37381fc6d8298ac04c5019e84cb30000e97be2fea8184d74d7c00a/detection,6.3.0,540278838c37381fc6d8298ac04c5019e84cb30000e97be2fea8184d74d7c00a,support@mingle.com,https://seniorppl.mingle.com,https://seniorppl.mingle.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Encore - Single Parents & Divorced Dating & Chat,,Dating,Lifestyle,com.mingle.SingleParentsMingle,500000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.SingleParentsMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.SingleParentsMingle,https://www.virustotal.com/gui/file/ccbaf8de66fdda0a31b5af83c34514ad9a2dbc749729c79780e8a1fa54ae7766/detection,6.3.0,ccbaf8de66fdda0a31b5af83c34514ad9a2dbc749729c79780e8a1fa54ae7766,support@mingle.com,https://parents.mingle.com,https://parents.mingle.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Spain Social - Spanish Dating,,Dating,Lifestyle,com.mingle.SpainCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.SpainCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.SpainCupid,https://www.virustotal.com/gui/file/bbddc4686ba7c95460a3c5f7c6c2d31b2e64dda2fa95478cc1595d252808a301/detection,6.3.0 ,bbddc4686ba7c95460a3c5f7c6c2d31b2e64dda2fa95478cc1595d252808a301,ask@innovatedating.com,https://spain.innovatedating.com,https://spain.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Switzerland Social ♥ Dating app & Meet Singles ♥,,Dating,Lifestyle,com.mingle.SwissCupid,50000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.SwissCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.SwissCupid,https://www.virustotal.com/gui/file/fd586c3ffb60de923c7c277dda7a709e77889cff433c32d7c40c20acb6c70947/detection,6.3.0,fd586c3ffb60de923c7c277dda7a709e77889cff433c32d7c40c20acb6c70947,ask@innovatedating.com,https://switzerland.innovatedating.com,https://switzerland.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Turkey Social- Dating Chat App for Turkish Singles,,Dating,Lifestyle,com.mingle.TurkishCupid,500000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.TurkishCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.TurkishCupid,https://www.virustotal.com/gui/file/be2be212fe407702db069c70e152e32de5a9460048ed692fd38fd2f94c5b9bb5/detection,6.3.0,be2be212fe407702db069c70e152e32de5a9460048ed692fd38fd2f94c5b9bb5,ask@innovatedating.com,https://turkey.innovatedating.com,https://turkey.innovatedating.com/privacy,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
UK Social - British Date Video App to Meet Singles,,Dating,Social,com.mingle.UKCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.UKCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.UKCupid,https://www.virustotal.com/gui/file/9476cc05dd72230da60f4733b845b24e22ec7d7d94747fe189bb2a74ecb46a43/detection,6.3.0,9476cc05dd72230da60f4733b845b24e22ec7d7d94747fe189bb2a74ecb46a43,ask@innovatedating.com,https://uk.innovatedating.com,https://uk.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
CamStream - Live Camera Streaming,,Video,Video Players & Editors,com.mobzapp.camstream,100000,MOBZAPP,https://reports.exodus-privacy.eu.org/en/reports/com.mobzapp.camstream/latest/ ,https://play.google.com/store/apps/details?id=com.mobzapp.camstream,https://www.virustotal.com/gui/file/e79d8f00804d52a08b263d0a956dd82cfc6013d4cbaa697335c7f54421f86b30/detection,1.2.2b-google,e79d8f00804d52a08b263d0a956dd82cfc6013d4cbaa697335c7f54421f86b30,mobzapp.com@gmail.com,http://mobzapp.com,http://mobzapp.com/camera/private-policy.html,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
RecMe Screen Recorder,,Video,Tools,com.mobzapp.recme.free,1000000,MOBZAPP,https://reports.exodus-privacy.eu.org/en/reports/com.mobzapp.recme.free/latest/ ,https://play.google.com/store/apps/details?id=com.mobzapp.recme.free,https://www.virustotal.com/gui/file/b1a9afb7deb87d45447fae63fb1b4dac7e76af22739625be3228da00dd226559/detection,2.7.2-google,b1a9afb7deb87d45447fae63fb1b4dac7e76af22739625be3228da00dd226559,support@mobzapp.com,http://mobzapp.com,http://mobzapp.com/recording/recme-private-policy.html,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Screen Cast Mirroring - easy screen mirroring,,Video,Tools,com.mobzapp.screencast,1000000,MOBZAPP,https://reports.exodus-privacy.eu.org/en/reports/com.mobzapp.screencast/latest/ ,https://play.google.com/store/apps/details?id=com.mobzapp.screencast,https://www.virustotal.com/gui/file/f48bf2d367cf640fb76255f1bccd8b2f05e6e95cdddf0cb957d4d98aac4c0b76/detection,1.2.2-google,f48bf2d367cf640fb76255f1bccd8b2f05e6e95cdddf0cb957d4d98aac4c0b76,support@mobzapp.com,http://mobzapp.com,http://mobzapp.com/screencast/private-policy.html,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Screen Stream Mirroring,,Video,Tools,com.mobzapp.screenstream.trial,10000000,MOBZAPP,https://reports.exodus-privacy.eu.org/en/reports/com.mobzapp.screenstream.trial/latest/ ,https://play.google.com/store/apps/details?id=com.mobzapp.screenstream.trial,https://www.virustotal.com/gui/file/adc72270a380a6bcc0691b93df4db7902f90cc0e846b912311cf1c4159c95c16/detection,2.7.2-google,adc72270a380a6bcc0691b93df4db7902f90cc0e846b912311cf1c4159c95c16,support@mobzapp.com,http://mobzapp.com,http://mobzapp.com/mirroring/ssm-free-private-policy.html,,2021-01-20,,,,,Opensignal,,,,,SignalFrame (WirelessRegistry),,X-Mode
VoiceFX - Voice Changer with voice effects,,Audio,Casual,com.mobzapp.voicefx,5000000,MOBZAPP,https://reports.exodus-privacy.eu.org/en/reports/com.mobzapp.voicefx/latest/ ,https://play.google.com/store/apps/details?id=com.mobzapp.voicefx,https://www.virustotal.com/gui/file/8e676dab6aa0d6ae2eb8ed4c0b2fcfa89f2d4dfdfa5111c7be54fb38ef68f770/detection,1.1.8-google,8e676dab6aa0d6ae2eb8ed4c0b2fcfa89f2d4dfdfa5111c7be54fb38ef68f770,support@mobzapp.com,http://mobzapp.com,http://mobzapp.com/voicefx/private-policy.html,,2021-01-20,,,,,Opensignal,,,,,SignalFrame (WirelessRegistry),,X-Mode
MEO Drive,,Navigation,Travel & Local,com.ndrive.androidtmndrive,1000000,"MEO – Serviços de Comunicações e Multimédia, S.A.",https://reports.exodus-privacy.eu.org/en/reports/com.ndrive.androidtmndrive/latest/ ,https://play.google.com/store/apps/details?id=com.ndrive.androidtmndrive,https://www.virustotal.com/gui/file/4f3129c463407bfd7213aee3ec13bd1cc4a015f48491cc6134ce9653fd84b212/detection,13.24.05,4f3129c463407bfd7213aee3ec13bd1cc4a015f48491cc6134ce9653fd84b212,meodrive@telecom.pt,http://www.meo.pt/telemovel/mais-servicos/meo-drive,https://conteudos.meo.pt/meo/Documentos/Condicoes-Utilizacao/20190517_Condicoes-MEO-Drive-template-AlticeMEO.pdf,,2021-01-20,,,,,,,,,,,,X-Mode
Battery Calibration,,Utility,,com.nema.batterycalibration,5000000,"Gergely Marosi, NéMa",https://reports.exodus-privacy.eu.org/en/reports/com.nema.batterycalibration/latest/ ,https://play.google.com/store/apps/details?id=com.nema.batterycalibration,https://www.virustotal.com/gui/file/c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a/detection,3.3,c8b3a08d0de80fccd2b4785ab214e26565587dc2b0b13c1049f3cc039f9cff6a,,,,Not Found,2021-01-20,,,,OneAudience,,,Predicio,,,,,X-Mode
Back Seat Navigator,,Navigation,Maps & Navigation,com.nightcatproductions.backseatnavigator,50000,Night Cat Productions,https://reports.exodus-privacy.eu.org/en/reports/com.nightcatproductions.backseatnavigator/latest/ ,https://play.google.com/store/apps/details?id=com.nightcatproductions.backseatnavigator,https://www.virustotal.com/gui/file/989848b201d7bc7cc9692690b782df2e116efdeed5bb83788544aff057432859/detection,2.2.0.149,989848b201d7bc7cc9692690b782df2e116efdeed5bb83788544aff057432859,wking@me.com,http://www.nightcatproductions.com,https://nightcatproductions.com/bsnandroidprivacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
London ,,Travel,,com.onezoneapps.lum.offline,,,https://reports.exodus-privacy.eu.org/en/reports/com.onezoneapps.lum.offline/latest/ ,https://play.google.com/store/apps/details?id=com.onezoneapps.lum.offline,https://www.virustotal.com/gui/file/04941bd9155cf12beb3d186d0112a6983c6665c4e0f7d498de8b2faa38b57a95/detection,1.0.1.470 ,04941bd9155cf12beb3d186d0112a6983c6665c4e0f7d498de8b2faa38b57a95,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
New York Subway – MTA map and routes,,Travel,Travel & Local,com.onezoneapps.nyc,100000,Desoline,https://reports.exodus-privacy.eu.org/en/reports/com.onezoneapps.nyc/latest/ ,https://play.google.com/store/apps/details?id=com.onezoneapps.nyc,https://www.virustotal.com/gui/file/4186a6b45a747f14c16e099490404cac5419af39e92858e688b2933d39d15e60/detection,1.0.1.298 ,4186a6b45a747f14c16e099490404cac5419af39e92858e688b2933d39d15e60,onezoneapps@gmail.com,http://www.desoline.com,https://desoline.com/privacy-policy-1,,2021-01-20,,,,,,,,,,,,X-Mode
Peel Smart Remote (Galaxy Tab),,TV,,com.peel.app,50000000,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.app/latest/ ,https://play.google.com/store/apps/details?id=com.peel.app,https://www.virustotal.com/gui/file/f1bcb6bd5565e1862c40c683af0224dde1402b0ec36ea772d5e89fa603d74b3d/detection,10.7.5.2,f1bcb6bd5565e1862c40c683af0224dde1402b0ec36ea772d5e89fa603d74b3d,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
Peel Remote for LG TV,,TV,,com.peel.lgtv,,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.lgtv/latest/ ,https://play.google.com/store/apps/details?id=com.peel.lgtv,https://www.virustotal.com/gui/file/f8b391dddb5d7726349abfaf4d9a726ddb515b1ed6b50e9704f7383a418542d6/detection,10.6.8.3,f8b391dddb5d7726349abfaf4d9a726ddb515b1ed6b50e9704f7383a418542d6,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
Panasonic TV Remote Control ,,TV,,com.peel.panasonictv,100000,"Peel Technologies Inc, Peel Technologies Inc. Droid Division, Peel",https://reports.exodus-privacy.eu.org/en/reports/com.peel.panasonictv/latest/ ,https://play.google.com/store/apps/details?id=com.peel.panasonictv,https://www.virustotal.com/gui/file/bae8e1bd158743e7b7aa8d839827c1b837a26f4fc72370b0d641b5306ca1b93e/detection,10.7.3.1 ,bae8e1bd158743e7b7aa8d839827c1b837a26f4fc72370b0d641b5306ca1b93e,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
PhotoCraft MC Effects ,,Photo,,com.photo.stickers.mnecraf,,,https://reports.exodus-privacy.eu.org/en/reports/com.photo.stickers.mnecraf/latest/ ,https://play.google.com/store/apps/details?id=com.photo.stickers.mnecraf,Not Found,313.0.0,144f89ea33a8a82ccaeb3a1618d676eb8791ee4235def6c9554059709b8e8091,,,,Not Found,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"Prayer Times: Qibla Compass, Quran & Azan",,Religious,,com.prayertimes.qibla.appsourcehub,100000,proprayers,https://reports.exodus-privacy.eu.org/en/reports/com.prayertimes.qibla.appsourcehub/latest/ ,https://play.google.com/store/apps/details?id=com.prayertimes.qibla.appsourcehub,https://www.virustotal.com/gui/file/5a539e3b4f4b0eb31de592b63edce9610b794c58c029c5432ceab66dea04b166/detection,6,5a539e3b4f4b0eb31de592b63edce9610b794c58c029c5432ceab66dea04b166,,,,Not Found,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
"Prayer Times: Qibla Compass, Quran Mp3 & Azan",,Religious,Lifestyle,com.prayertimes.qiblacompass,10000,Soulfi Tech Pvt. Ltd.,https://reports.exodus-privacy.eu.org/en/reports/com.prayertimes.qiblacompass/latest/ ,https://play.google.com/store/apps/details?id=com.prayertimes.qiblacompass,Not Found,1.3,d799ca3cde6a6377015def5fd58541d29cd08210cd4caca10bfdffdc94ee5fce,satyamkanand@gmail.com,http://soulfitech.com,http://www.soulfitech.com/privacy/prayertimes_Qibla.html,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
"Qibla Finder: Prayer Times, Quran MP3 & Azan",,Religious,Tools,com.prayertimes.qiblafinder,100000,RabbiApps,https://reports.exodus-privacy.eu.org/en/reports/com.prayertimes.qiblafinder/latest/ ,https://play.google.com/store/apps/details?id=com.prayertimes.qiblafinder,https://www.virustotal.com/gui/file/0fc89cf22fe13b91882a1dd6430e5b4690f1fe1da23c27eb939222a1f26bfaac/detection,3.4,0fc89cf22fe13b91882a1dd6430e5b4690f1fe1da23c27eb939222a1f26bfaac,janveehemsuthar@gmail.com,http://rabbiapps.com,http://quranmp3app.com/privacy/qibla_compass.html,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Star Tracker - Mobile Sky Map & Stargazing guide,,Education,Education,com.PYOPYO.StarTracker,5000000,PYOPYO Studio,https://reports.exodus-privacy.eu.org/en/reports/com.PYOPYO.StarTracker/latest/ ,https://play.google.com/store/apps/details?id=com.PYOPYO.StarTracker,https://www.virustotal.com/gui/file/9c8f1a074d2ed3d9b4cbb0c4a325fcff1a485755e07c286d1137730f9e3076f6/detection,1.6.72 ,9c8f1a074d2ed3d9b4cbb0c4a325fcff1a485755e07c286d1137730f9e3076f6,shenji.pan@gmail.com,https://pyopyo.web.app,https://sites.google.com/site/pyopyostudioapp/privacy-policy,,2021-01-20,,,,,,,,,,,,X-Mode
StarTracker VR -Mobile Sky Map,,Education,Education,com.PYOPYO.StarTrackerVR,500000,PYOPYO Studio,https://reports.exodus-privacy.eu.org/en/reports/com.PYOPYO.StarTrackerVR/latest/ ,https://play.google.com/store/apps/details?id=com.PYOPYO.StarTrackerVR,https://www.virustotal.com/gui/file/603e64d1d7873836314deebe65eb83d84459f21ffa79dc9cce97012f28ba5971/detection,1.1.7 ,603e64d1d7873836314deebe65eb83d84459f21ffa79dc9cce97012f28ba5971,shenji.pan@gmail.com,https://pyopyo.web.app,https://sites.google.com/site/pyopyostudioapp/privacy-policy,,2021-01-20,,,,,,,,,,,,X-Mode
Prayer Times,,Religious,,com.qibla.compass.prayertimes,,"Ralf Hollax, FinderAppz DEV, FinderAppz DEV",https://reports.exodus-privacy.eu.org/en/reports/com.qibla.compass.prayertimes/latest/ ,https://play.google.com/store/apps/details?id=com.qibla.compass.prayertimes,Not Found,5.7,3b62bed2fdb1f97abb25741bd1b382de60f71de592b6412e2e5f858900f1d51b,,,,Not Found,2021-01-20,,,,,,,,,,,,X-Mode
"Qibla Compass - Prayer Times, Quran MP3 & Azan",,Religious,Lifestyle,com.qiblafinder.prayertime.hijricalendar,5000000,AppSourceHub,https://reports.exodus-privacy.eu.org/en/reports/com.qiblafinder.prayertime.hijricalendar/latest/ ,https://play.google.com/store/apps/details?id=com.qiblafinder.prayertime.hijricalendar,https://www.virustotal.com/gui/file/7e0da39fc70dcd31710bb2a70b38d03f52bce038c561863ebb7bc9e19f91df31/detection,12.1,7e0da39fc70dcd31710bb2a70b38d03f52bce038c561863ebb7bc9e19f91df31,admin@appsourcehub.com,http://appsourcehub.com,http://www.appsourcehub.com/privacy/qibla_compass.html,,2021-01-20,,,,,Opensignal,,,,,SignalFrame (WirelessRegistry),,X-Mode
"QR Code Reader & QR, Barcode Maker",,Photo,Tools,com.qrscanner.barcodeapp,10000,RabbiApps,https://reports.exodus-privacy.eu.org/en/reports/com.qrscanner.barcodeapp/latest/ ,https://play.google.com/store/apps/details?id=com.qrscanner.barcodeapp,Not Found,2.6,e6f43a38c8e654f60a785f8e1ca1c999f5bcb0a8c8f90f1f19bc343fd612c49d,janveehemsuthar@gmail.com,http://rabbiapps.com,http://quranmp3app.com/privacy/qr_code.html,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Full Quran MP3 - 50+ Audio Translation & Languages,,Religious,Music & Audio,com.quranmp3.readquran,1000000,AppSourceHub,https://reports.exodus-privacy.eu.org/en/reports/com.quranmp3.readquran/latest/ ,https://play.google.com/store/apps/details?id=com.quranmp3.readquran,https://www.virustotal.com/gui/file/9e688fb0a99a5e8fa20e2ce495548d50240af185dfd3b40cc7f49669f8bfdadd/detection,4.9,9e688fb0a99a5e8fa20e2ce495548d50240af185dfd3b40cc7f49669f8bfdadd,admin@appsourcehub.com,http://appsourcehub.com,http://www.appsourcehub.com/privacy/quran_app,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Al Quran Mp3 - 50 Reciters & Translation Audio,,Religious,Music & Audio,com.quranmp3ramadan.readquran,1000000,RabbiApps,https://reports.exodus-privacy.eu.org/en/reports/com.quranmp3ramadan.readquran/latest/ ,https://play.google.com/store/apps/details?id=com.quranmp3ramadan.readquran,https://www.virustotal.com/gui/file/24812b26b373efdcaac60b5bfb08c7e1ca5b370ac11de93eb0f5a2b0fc45366d/detection,4.2,24812b26b373efdcaac60b5bfb08c7e1ca5b370ac11de93eb0f5a2b0fc45366d,janveehemsuthar@gmail.com,http://rabbiapps.com,http://quranmp3app.com/privacy/quran_app.html,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Tango - Live Video Broadcasts and Streaming Chats,,Messenger,Social,com.sgiggle.production,100000000,Tango,https://reports.exodus-privacy.eu.org/en/reports/com.sgiggle.production/latest/ ,https://play.google.com/store/apps/details?id=com.sgiggle.production,https://www.virustotal.com/gui/file/119cf888ec75dcdbc5d73ce3cd9d8545ba7f0c8fd93eb07d20af87414daa38da/detection,6.37.1609341756,119cf888ec75dcdbc5d73ce3cd9d8545ba7f0c8fd93eb07d20af87414daa38da,support@tango.me,http://www.tango.me,http://www.tango.me/privacy-policy/,,2021-01-20,,,,,,Placed,,,,,,X-Mode
Sickweather,,Weather,Health & Fitness,com.sickweather.app,5000,Sickweather,https://reports.exodus-privacy.eu.org/en/reports/com.sickweather.app/latest/ ,https://play.google.com/store/apps/details?id=com.sickweather.app,https://www.virustotal.com/gui/file/30013a3e13f274ec0424eb06f745fe65937333aa80478c7db6e158b095b71f4e/detection,4.0.2,30013a3e13f274ec0424eb06f745fe65937333aa80478c7db6e158b095b71f4e,info@sickweather.com,http://www.sickweather.com,http://www.sickweather.com/privacy,,2021-01-20,,,,,,,,,,,,X-Mode
